iter	RMSE
4774	1.934387521
4775	1.934354306
4776	1.934341462
4777	1.934216549
4778	1.934195019
4779	1.934173946
4780	1.934101174
4781	1.934007883
4782	1.93400495
4783	1.933917131
4784	1.933885686
4785	1.933884164
4786	1.933790092
4787	1.933790084
4788	1.933790077
4789	1.933777724
4790	1.933742269
4791	1.933696976
4792	1.933692765
4793	1.933642238
4794	1.933609902
4795	1.933602555
4796	1.933532706
4797	1.933489402
4798	1.933301944
4799	1.93304171
4800	1.933033202
4801	1.93302971
4802	1.932951578
4803	1.932917621
4804	1.932911923
4805	1.932905358
4806	1.932824424
4807	1.932824163
4808	1.932777045
4809	1.932771134
4810	1.932768041
4811	1.932760405
4812	1.93264115
4813	1.932556146
4814	1.932553231
4815	1.932548624
4816	1.93251806
4817	1.932385546
4818	1.932330711
4819	1.932327786
4820	1.932319722
4821	1.932309666
4822	1.932300628
4823	1.932208026
4824	1.932086373
4825	1.931977223
4826	1.931881152
4827	1.931835481
4828	1.931833985
4829	1.931580747
4830	1.931544044
4831	1.93153041
4832	1.931522071
4833	1.931430374
4834	1.931428258
4835	1.931428229
4836	1.931427815
4837	1.9313616
4838	1.931261208
4839	1.931171494
4840	1.931167573
4841	1.931166635
4842	1.931135332
4843	1.931131151
4844	1.931128266
4845	1.931109495
4846	1.931098465
4847	1.93108075
4848	1.931064908
4849	1.931026743
4850	1.930886349
4851	1.930811003
4852	1.930792112
4853	1.930770496
4854	1.930598978
4855	1.930501592
4856	1.930423106
4857	1.93041719
4858	1.930345192
4859	1.930254077
4860	1.930113714
4861	1.930070673
4862	1.929963705
4863	1.929959124
4864	1.929753211
4865	1.929695893
4866	1.929688819
4867	1.929677879
4868	1.92961039
4869	1.929233057
4870	1.9291392
4871	1.929091787
4872	1.929046792
4873	1.929037153
4874	1.928987067
4875	1.928813933
4876	1.928720461
4877	1.928716171
4878	1.928566936
4879	1.928555905
4880	1.928486683
4881	1.928464781
4882	1.928363759
4883	1.928199378
4884	1.928100255
4885	1.92805285
4886	1.927932294
4887	1.927872347
4888	1.927867785
4889	1.927796537
4890	1.927792627
4891	1.927723882
4892	1.92756218
4893	1.927509298
4894	1.927420923
4895	1.927365021
4896	1.927354078
4897	1.927292031
4898	1.927288142
4899	1.927288086
4900	1.927284634
4901	1.927223091
4902	1.927223083
4903	1.927214105
4904	1.927207169
4905	1.927194365
4906	1.926993122
4907	1.926918025
4908	1.92690979
4909	1.926902865
4910	1.926855732
4911	1.926841558
4912	1.926731565
4913	1.926729753
4914	1.92664094
4915	1.926632214
4916	1.926591537
4917	1.926589032
4918	1.92654875
4919	1.926545975
4920	1.926413982
4921	1.926407301
4922	1.926358054
4923	1.926343983
4924	1.926341167
4925	1.92633878
4926	1.926315778
4927	1.926157234
4928	1.926057675
4929	1.925943795
4930	1.925915626
4931	1.925862413
4932	1.925830487
4933	1.925750359
4934	1.925619684
4935	1.925568649
4936	1.925517704
4937	1.92543124
4938	1.925408596
4939	1.925312691
4940	1.925193271
4941	1.925182023
4942	1.925177006
4943	1.924986792
4944	1.92498308
4945	1.924892424
4946	1.92479735
4947	1.924795778
4948	1.924776781
4949	1.924679287
4950	1.924547331
4951	1.924540145
4952	1.924537672
4953	1.92449076
4954	1.92449057
4955	1.92440031
4956	1.924385097
4957	1.924378399
4958	1.924336567
4959	1.924333593
4960	1.924272684
4961	1.924195428
4962	1.924160378
4963	1.924143002
4964	1.924137899
4965	1.924133029
4966	1.924070378
4967	1.924033981
4968	1.923954787
4969	1.923909675
4970	1.923834947
4971	1.923720908
4972	1.923713905
4973	1.92360405
4974	1.923594495
4975	1.923568488
4976	1.923564071
4977	1.923506721
4978	1.923502677
4979	1.923456026
4980	1.923390201
4981	1.923345035
4982	1.923328428
4983	1.923313792
4984	1.92311041
4985	1.923031565
4986	1.923001914
4987	1.922994796
4988	1.922922647
4989	1.922914896
4990	1.922855647
4991	1.922778367
4992	1.922744285
4993	1.922725884
4994	1.922623471
4995	1.922563123
4996	1.922523787
4997	1.922510805
4998	1.922433752
4999	1.922431666
